taxid,rank,date,shield_no
941323,POLICE OFFICER,7/10/2006,5885
941323,SERGEANT,5/3/2019,4318
940950,POLICE OFFICER,1/9/2006,448
968214,POLICE OFFICER,10/7/2019,8188
949973,POLICE OFFICER,7/6/2011,20760
957319,POLICE OFFICER,1/7/2015,11805
934311,POLICE OFFICER,7/1/2004,8782
973204,POLICE OFFICER,12/29/2021,29620
970968,POLICE OFFICER,2/24/2021,23518
954468,POLICE OFFICER,7/9/2013,1488
970373,POLICE OFFICER,12/29/2020,11095
964866,POLICE OFFICER,1/10/2018,28212
956372,POLICE OFFICER,7/9/2014,11080
967409,POLICE OFFICER,4/15/2019,4604
970374,POLICE OFFICER,12/29/2020,4092
948594,POLICE OFFICER,7/6/2010,14179
948594,SERGEANT,2/24/2017,1234
946722,POLICE OFFICER,7/8/2008,1815
946722,DETECTIVE,8/22/2017,156
961487,POLICE OFFICER,4/6/2016,1396
959447,POLICE OFFICER,10/7/2015,21442
954469,POLICE OFFICER,7/9/2013,21176
968921,POLICE OFFICER,1/6/2020,20221
949974,POLICE OFFICER,7/6/2011,174
949974,DETECTIVE,7/27/2018,1633
968922,POLICE OFFICER,1/6/2020,10816
960135,POLICE OFFICER,1/6/2016,957
954470,POLICE OFFICER,7/9/2013,13971
910594,POLICE OFFICER,4/1/1995,319
910594,PO SPECIAL ASSIGN,5/24/1998,
910594,DETECTIVE,7/28/1999,6959
966421,POLICE OFFICER,10/24/2018,17004
970375,POLICE OFFICER,12/29/2020,5523
968215,POLICE OFFICER,10/7/2019,9295
941325,POLICE OFFICER,7/10/2006,15407
941325,DETECTIVE,6/9/2017,526
968923,POLICE OFFICER,1/6/2020,14328
946723,POLICE OFFICER,7/8/2008,13072
946723,DETECTIVE,3/31/2017,5804
962203,POLICE OFFICER,10/11/2016,19408
939850,POLICE OFFICER,1/9/2006,8274
939850,SERGEANT,1/31/2014,1142
939850,LIEUTENANT,8/22/2017,
941326,POLICE OFFICER,7/10/2006,27422
941326,DETECTIVE,4/26/2013,686
967411,POLICE OFFICER,4/15/2019,5635
934375,POLICE OFFICER,7/1/2004,8147
934375,POLICE OFFICER,11/26/2008,8157
934375,SERGEANT,10/29/2010,369
942931,POLICE OFFICER,1/10/2007,13641
942931,DETECTIVE,12/21/2021,4868
949975,POLICE OFFICER,7/6/2011,9166
937952,POLICE OFFICER,7/11/2005,6773
962204,POLICE OFFICER,10/11/2016,12645
943809,POLICE OFFICER,1/10/2007,13319
943809,SERGEANT,7/27/2018,371
946724,POLICE OFFICER,7/8/2008,2428
946724,SERGEANT,8/29/2013,1159
946724,LIEUTENANT,11/24/2020,
971789,POLICE OFFICER,7/7/2021,12638
963840,POLICE OFFICER,7/5/2017,18061
958210,POLICE OFFICER,7/8/2015,4952
951469,POLICE OFFICER,7/6/2011,6559
958226,POLICE OFFICER,7/8/2015,18100
973205,POLICE OFFICER,12/29/2021,29807
951483,POLICE OFFICER,1/9/2012,19480
936106,POLICE OFFICER,1/10/2005,9240
936106,SERGEANT,10/29/2010,438
936106,LIEUTENANT,1/25/2013,
936106,CAPTAIN,10/30/2015,
934376,POLICE OFFICER,7/1/2004,13703
929498,POLICE OFFICER,7/1/2002,16238
929498,DETECTIVE,5/30/2008,644
960138,POLICE OFFICER,1/6/2016,10913
936107,POLICE OFFICER,1/10/2005,20076
971790,POLICE OFFICER,7/7/2021,21871
962915,POLICE OFFICER,1/4/2017,21858
944308,POLICE OFFICER,7/9/2007,19909
944308,SERGEANT,9/30/2013,1836
972433,POLICE OFFICER,7/16/2021,12650
962206,POLICE OFFICER,10/11/2016,23160
966929,POLICE OFFICER,1/3/2019,26939
956373,POLICE OFFICER,7/9/2014,10316
962207,POLICE OFFICER,10/11/2016,19881
964868,POLICE OFFICER,1/10/2018,2739
960140,POLICE OFFICER,1/6/2016,14025
963841,POLICE OFFICER,7/5/2017,18075
945462,POLICE OFFICER,1/7/2008,26239
945462,SERGEANT,9/3/2021,1335
948297,POLICE OFFICER,7/14/2009,26085
948297,SERGEANT,6/30/2017,1021
964364,POLICE OFFICER,10/18/2017,4549
971791,POLICE OFFICER,7/7/2021,25692
941329,POLICE OFFICER,7/10/2006,10514
941329,SERGEANT,5/29/2012,474
941329,LIEUTENANT,7/28/2017,
961603,POLICE OFFICER,7/13/2016,18381
970376,POLICE OFFICER,12/29/2020,1107
967484,POLICE OFFICER,4/15/2019,8791
965649,POLICE OFFICER,4/25/2018,915
967412,POLICE OFFICER,4/15/2019,3003
971792,POLICE OFFICER,7/7/2021,21178
961604,POLICE OFFICER,7/13/2016,8042
962896,POLICE OFFICER,10/11/2016,24478
970970,POLICE OFFICER,2/24/2021,25215
969467,POLICE OFFICER,11/2/2020,14129
961605,POLICE OFFICER,7/13/2016,6562
964869,POLICE OFFICER,1/10/2018,15230
956374,POLICE OFFICER,7/9/2014,1373
969468,POLICE OFFICER,11/2/2020,23292
967743,POLICE OFFICER,7/1/2019,19987
967413,POLICE OFFICER,4/15/2019,3695
935427,POLICE OFFICER,7/1/2004,173
935427,DETECTIVE,8/4/2009,2741
935427,SERGEANT,1/27/2012,2014
968216,POLICE OFFICER,10/7/2019,10307
953623,POLICE OFFICER,1/9/2013,13112
942793,POLICE OFFICER,7/10/2006,28842
972501,POLICE OFFICER,10/12/2021,7893
937953,POLICE OFFICER,7/11/2005,20295
951484,POLICE OFFICER,1/9/2012,3078
951484,DETECTIVE,2/9/2022,1025
963359,POLICE OFFICER,4/12/2017,3324
949977,POLICE OFFICER,7/6/2011,18809
962916,POLICE OFFICER,1/4/2017,24235
970377,POLICE OFFICER,12/29/2020,6229
949978,POLICE OFFICER,7/6/2011,11753
949978,SERGEANT,8/30/2019,5511
933598,POLICE OFFICER,1/20/2004,145
963842,POLICE OFFICER,7/5/2017,17376
963842,POLICE OFFICER,6/12/2019,5755
942932,POLICE OFFICER,1/10/2007,4712
942932,SERGEANT,9/3/2021,1354
969469,POLICE OFFICER,11/2/2020,17179
942933,POLICE OFFICER,1/10/2007,8669
942933,SERGEANT,2/9/2022,1074
964365,POLICE OFFICER,10/18/2017,7852
970971,POLICE OFFICER,2/24/2021,25238
942934,POLICE OFFICER,1/10/2007,14423
936579,POLICE OFFICER,1/10/2005,27866
958228,POLICE OFFICER,7/8/2015,19604
936109,POLICE OFFICER,1/10/2005,9921
936109,SERGEANT,11/3/2014,4724
963736,POLICE OFFICER,4/12/2017,7431
961606,POLICE OFFICER,7/13/2016,10603
939851,POLICE OFFICER,1/9/2006,8328
939851,DETECTIVE,4/1/2022,2500
967744,POLICE OFFICER,7/1/2019,14285
965922,POLICE OFFICER,7/2/2018,14507
966932,POLICE OFFICER,1/3/2019,26320
963843,POLICE OFFICER,7/5/2017,15782
968217,POLICE OFFICER,10/7/2019,9312
968217,POLICE OFFICER,3/16/2021,338
939852,POLICE OFFICER,1/9/2006,12719
939852,DETECTIVE,11/3/2014,1179
960141,POLICE OFFICER,1/6/2016,13608
971793,POLICE OFFICER,7/7/2021,11927
940952,POLICE OFFICER,1/9/2006,20835
948597,POLICE OFFICER,7/6/2010,923
957320,POLICE OFFICER,1/7/2015,14046
956376,POLICE OFFICER,7/9/2014,2076
948598,POLICE OFFICER,7/6/2010,11718
948598,SERGEANT,5/3/2019,4935
969470,POLICE OFFICER,11/2/2020,12830
954471,POLICE OFFICER,7/9/2013,17802
949979,POLICE OFFICER,7/6/2011,26867
949979,DETECTIVE,10/30/2019,2568
940929,POLICE OFFICER,1/9/2006,15195
940929,SERGEANT,3/30/2012,382
910972,POLICE OFFICER,4/1/1995,340
910972,POLICE OFFICER,11/6/2002,19379
910972,SERGEANT,2/28/2003,3235
910972,SGT DET SQUAD,8/31/2018,
951485,POLICE OFFICER,1/9/2012,5750
951485,SERGEANT,6/5/2018,2395
918680,POLICE OFFICER,4/15/1997,29160
931844,POLICE OFFICER,7/1/2002,30386
953624,POLICE OFFICER,1/9/2013,21159
964366,POLICE OFFICER,10/18/2017,2176
961607,POLICE OFFICER,7/13/2016,17767
970972,POLICE OFFICER,2/24/2021,26572
969471,POLICE OFFICER,11/2/2020,17644
971307,POLICE OFFICER,4/28/2021,16679
962209,POLICE OFFICER,10/11/2016,3131
945463,POLICE OFFICER,1/7/2008,29571
945463,SERGEANT,9/30/2013,1993
937955,POLICE OFFICER,7/11/2005,29137
937955,SERGEANT,6/9/2017,702
937955,LIEUTENANT,1/29/2021,
970378,POLICE OFFICER,12/29/2020,2717
927837,POLICE OFFICER,7/2/2001,4625
952390,POLICE OFFICER,7/11/2012,19894
973206,POLICE OFFICER,12/29/2021,22619
973206,POLICE OFFICER,4/1/2022,31990
947967,POLICE OFFICER,1/14/2009,4902
932242,POLICE OFFICER,7/1/2003,2722
932242,SERGEANT,10/29/2010,813
967415,POLICE OFFICER,4/15/2019,3708
953625,POLICE OFFICER,1/9/2013,5366
926486,POLICE OFFICER,9/29/2000,1707
926486,SERGEANT,9/29/2008,1708
926486,LIEUTENANT,12/21/2016,
971308,POLICE OFFICER,4/28/2021,20370
937956,POLICE OFFICER,7/11/2005,29226
961608,POLICE OFFICER,7/13/2016,14645
968218,POLICE OFFICER,10/7/2019,11318
940924,POLICE OFFICER,1/9/2006,27920
940924,SERGEANT,1/30/2018,3837
949981,POLICE OFFICER,7/6/2011,8317
921908,POLICE OFFICER,8/31/1998,8373
921908,DETECTIVE,11/24/2020,1857
953626,POLICE OFFICER,1/9/2013,21187
964870,POLICE OFFICER,1/10/2018,9629
918681,POLICE OFFICER,4/15/1997,22004
918681,DETECTIVE,10/26/2007,418
969472,POLICE OFFICER,11/2/2020,10030
968926,POLICE OFFICER,1/6/2020,20432
968926,POLICE OFFICER,11/12/2020,5715
937957,POLICE OFFICER,7/11/2005,20
937957,SERGEANT,8/31/2015,1414
971794,POLICE OFFICER,7/7/2021,21586
971309,POLICE OFFICER,4/28/2021,17421
954472,POLICE OFFICER,7/9/2013,2710
881600,POLICE OFFICER,1/4/1984,20628
968927,POLICE OFFICER,1/6/2020,14609
912873,DETECTIVE,5/1/1995,5249
931516,POLICE OFFICER,7/1/2002,12852
931516,SERGEANT,8/2/2011,111
949982,POLICE OFFICER,7/6/2011,29640
949982,SERGEANT,2/9/2022,1411
960144,POLICE OFFICER,1/6/2016,2479
963360,POLICE OFFICER,4/12/2017,2276
929599,POLICE OFFICER,7/1/2002,12008
929599,DETECTIVE,10/26/2012,5893
939853,POLICE OFFICER,1/9/2006,2255
929600,POLICE OFFICER,7/1/2002,17500
929600,DETECTIVE,5/30/2008,894
970379,POLICE OFFICER,12/29/2020,1818
936113,POLICE OFFICER,1/10/2005,13286
949983,POLICE OFFICER,7/6/2011,287
924874,POLICE OFFICER,3/1/2000,31230
924874,DETECTIVE,8/27/2010,1080
924874,SERGEANT,5/2/2016,1626
941330,POLICE OFFICER,7/10/2006,13999
941330,SERGEANT,11/24/2020,1044
957618,POLICE OFFICER,1/7/2015,9159
942935,POLICE OFFICER,1/10/2007,18868
948599,POLICE OFFICER,7/6/2010,570
948599,SERGEANT,7/28/2017,3185
948599,LIEUTENANT,7/30/2021,
939773,POLICE OFFICER,1/9/2006,11516
937958,POLICE OFFICER,7/11/2005,4377
954473,POLICE OFFICER,7/9/2013,2738
960145,POLICE OFFICER,1/6/2016,10015
949984,POLICE OFFICER,7/6/2011,26885
949984,SERGEANT,1/29/2021,2752
958230,POLICE OFFICER,7/8/2015,19037
927840,POLICE OFFICER,7/2/2001,15570
927840,POLICE OFFICER,6/6/2008,15548
927840,SERGEANT,12/23/2010,3790
927840,LIEUTENANT,6/2/2014,
927840,LT SPECIAL ASSIGN,7/21/2022,
968928,POLICE OFFICER,1/6/2020,25808
927841,POLICE OFFICER,7/2/2001,21932
958231,POLICE OFFICER,7/8/2015,6818
955972,POLICE OFFICER,1/8/2014,9136
955972,DETECTIVE,11/24/2020,3679
953627,POLICE OFFICER,1/9/2013,7330
941260,POLICE OFFICER,7/10/2006,21487
937960,POLICE OFFICER,7/11/2005,8155
953628,POLICE OFFICER,1/9/2013,21239
913912,POLICE OFFICER,5/1/1995,26592
942936,POLICE OFFICER,1/10/2007,20494
942936,SERGEANT,6/10/2021,829
921113,POLICE OFFICER,7/1/1998,27957
937856,POLICE OFFICER,7/11/2005,143
951488,POLICE OFFICER,1/9/2012,17329
959450,POLICE OFFICER,10/7/2015,161
926489,POLICE OFFICER,9/29/2000,30493
926489,SERGEANT,1/26/2007,1334
924876,POLICE OFFICER,3/1/2000,19081
924876,DETECTIVE,11/30/2007,1779
941331,POLICE OFFICER,7/10/2006,1737
941331,POLICE OFFICER,6/25/2007,3262
941331,DETECTIVE,1/26/2012,1140
942937,POLICE OFFICER,1/10/2007,3522
936114,POLICE OFFICER,1/10/2005,25094
970969,POLICE OFFICER,2/24/2021,24584
971796,POLICE OFFICER,7/7/2021,13826
932789,POLICE OFFICER,7/9/2007,19662
932789,DETECTIVE,7/8/2008,3234
898892,POLICE OFFICER,4/30/1991,7003
898892,POLICE OFFICER,9/25/1991,8741
898892,SERGEANT,12/20/2002,75
898892,SERGEANT,12/19/2005,705
898892,SGT DET SQUAD,5/3/2019,
957625,POLICE OFFICER,1/7/2015,17128
966424,POLICE OFFICER,10/24/2018,8284
946729,POLICE OFFICER,7/8/2008,6172
946729,SERGEANT,2/24/2017,1250
954475,POLICE OFFICER,7/9/2013,1490
921911,POLICE OFFICER,8/31/1998,7427
921911,DETECTIVE,10/29/2004,39
921911,SERGEANT,6/30/2005,1010
921911,SGT DET SQUAD,11/30/2007,
921911,LIEUTENANT,9/28/2011,
921911,LT DET COMMANDER,12/21/2016,
959451,POLICE OFFICER,10/7/2015,21570
937962,POLICE OFFICER,7/11/2005,11179
942938,POLICE OFFICER,1/10/2007,14875
942938,SERGEANT,9/28/2012,800
958232,POLICE OFFICER,7/8/2015,20664
958232,POLICE OFFICER,5/20/2020,20681
903058,POLICE OFFICER,8/30/1993,8281
903058,PO SPECIAL ASSIGN,7/1/1998,
903058,DETECTIVE,1/31/2003,7529
948286,POLICE OFFICER,7/14/2009,27026
944311,POLICE OFFICER,7/9/2007,17094
944311,SERGEANT,6/28/2019,109
957322,POLICE OFFICER,1/7/2015,14297
968219,POLICE OFFICER,10/7/2019,8294
932244,POLICE OFFICER,7/1/2003,20292
963361,POLICE OFFICER,4/12/2017,12556
936064,POLICE OFFICER,1/10/2005,31160
936064,SERGEANT,6/9/2017,2838
964367,POLICE OFFICER,10/18/2017,4550
964368,POLICE OFFICER,10/18/2017,4938
942939,POLICE OFFICER,1/10/2007,19563
942939,DETECTIVE,12/19/2014,4002
964369,POLICE OFFICER,10/18/2017,3001
960108,POLICE OFFICER,10/7/2015,21917
952393,POLICE OFFICER,7/11/2012,22791
947968,POLICE OFFICER,1/14/2009,4907
944312,POLICE OFFICER,7/9/2007,7322
944312,SERGEANT,10/28/2016,4003
944312,SERGEANT,4/25/2018,4775
944312,LIEUTENANT,12/22/2020,
952394,POLICE OFFICER,7/11/2012,16263
952394,DETECTIVE,2/9/2022,1032
929603,POLICE OFFICER,7/1/2002,2626
929603,DETECTIVE,10/26/2007,510
933350,POLICE OFFICER,7/1/2003,30691
940953,POLICE OFFICER,1/9/2006,24110
940953,DETECTIVE,10/25/2013,1315
972502,POLICE OFFICER,10/12/2021,1751
936116,POLICE OFFICER,1/10/2005,27906
936116,SERGEANT,12/23/2010,3872
936116,SGT DET SQUAD,5/29/2020,
960146,POLICE OFFICER,1/6/2016,4267
939854,POLICE OFFICER,1/9/2006,28025
939854,SERGEANT,11/24/2020,1047
970381,POLICE OFFICER,12/29/2020,1199
970381,POLICE OFFICER,2/4/2021,64
963362,POLICE OFFICER,4/12/2017,12636
973207,POLICE OFFICER,12/29/2021,31264
957324,POLICE OFFICER,1/7/2015,12217
957325,POLICE OFFICER,1/7/2015,14312
970382,POLICE OFFICER,12/29/2020,12087
973208,POLICE OFFICER,12/29/2021,30094
960147,POLICE OFFICER,1/6/2016,10928
944314,POLICE OFFICER,7/9/2007,1195
960148,POLICE OFFICER,1/6/2016,14037
960149,POLICE OFFICER,1/6/2016,10018
963363,POLICE OFFICER,4/12/2017,2291
973209,POLICE OFFICER,12/29/2021,30330
927846,POLICE OFFICER,7/2/2001,21934
927846,DETECTIVE,1/26/2007,5830
964871,POLICE OFFICER,1/10/2018,21999
941332,POLICE OFFICER,7/10/2006,8928
941332,DETECTIVE,10/26/2012,6413
942801,POLICE OFFICER,1/9/2012,13682
942801,DETECTIVE,1/16/2013,7519
949986,POLICE OFFICER,7/6/2011,23614
949986,SERGEANT,8/31/2018,1098
946731,POLICE OFFICER,7/8/2008,10858
948601,POLICE OFFICER,7/3/2010,6039
964370,POLICE OFFICER,10/18/2017,6523
917217,POLICE OFFICER,7/18/1996,14491
965650,POLICE OFFICER,4/25/2018,4778
963844,POLICE OFFICER,7/5/2017,15811
931518,POLICE OFFICER,7/1/2002,333
931518,SERGEANT,9/29/2008,333
931518,LIEUTENANT,6/30/2017,
946798,POLICE OFFICER,7/8/2008,17851
946798,DETECTIVE,2/9/2022,1039
964872,POLICE OFFICER,1/10/2018,24236
965714,POLICE OFFICER,4/25/2018,2638
942940,POLICE OFFICER,1/10/2007,25518
942940,DETECTIVE,11/3/2014,3384
942940,SERGEANT,10/7/2019,2946
960139,POLICE OFFICER,1/6/2016,4979
939855,POLICE OFFICER,1/9/2006,11527
939855,DETECTIVE,5/27/2022,5151
941333,POLICE OFFICER,7/10/2006,11945
941333,DETECTIVE,11/24/2015,1874
952395,POLICE OFFICER,7/11/2012,14823
952395,SERGEANT,10/7/2021,1083
963845,POLICE OFFICER,7/5/2017,18081
944970,POLICE OFFICER,7/9/2007,20144
944970,SERGEANT,9/29/2014,4552
936117,POLICE OFFICER,1/10/2005,67
936117,SERGEANT,5/3/2019,4325
959452,POLICE OFFICER,10/7/2015,18857
956377,POLICE OFFICER,7/9/2014,30222
956378,POLICE OFFICER,7/9/2014,13609
956378,DETECTIVE,5/29/2020,6398
905674,POLICE OFFICER,3/1/1994,6355
905674,SERGEANT,4/25/2003,35
941334,POLICE OFFICER,7/10/2006,26631
941334,SERGEANT,2/24/2017,1255
954476,POLICE OFFICER,7/9/2013,8928
919986,POLICE OFFICER,12/8/1997,23815
919986,DETECTIVE,8/26/2005,3506
957326,POLICE OFFICER,1/7/2015,7093
952396,POLICE OFFICER,7/11/2012,12908
944315,POLICE OFFICER,7/9/2007,115
951489,POLICE OFFICER,1/9/2012,9537
951489,DETECTIVE,6/10/2021,2125
951489,SERGEANT,5/27/2022,3368
948603,POLICE OFFICER,7/6/2010,7951
945010,POLICE OFFICER,7/9/2007,18635
945010,POLICE OFFICER,11/8/2018,15099
936118,POLICE OFFICER,1/10/2005,16795
936118,DETECTIVE,12/17/2015,3862
971310,POLICE OFFICER,4/28/2021,20907
939856,POLICE OFFICER,1/9/2006,13992
939856,SERGEANT,6/2/2014,234
960150,POLICE OFFICER,1/6/2016,4988
952397,POLICE OFFICER,7/11/2012,22459
949988,POLICE OFFICER,7/6/2011,30060
949988,DETECTIVE,3/5/2019,3045
954477,POLICE OFFICER,7/9/2013,16308
954477,SERGEANT,5/3/2019,4338
967745,POLICE OFFICER,7/1/2019,21394
961609,POLICE OFFICER,7/13/2016,18614
951490,POLICE OFFICER,1/9/2012,10818
973210,POLICE OFFICER,12/29/2021,27101
973210,POLICE OFFICER,4/1/2022,27046
973211,POLICE OFFICER,12/29/2021,27990
944981,POLICE OFFICER,7/9/2007,20165
944981,SERGEANT,8/30/2019,5512
944316,POLICE OFFICER,7/9/2007,1829
944316,SERGEANT,8/3/2012,149
944316,LIEUTENANT,6/5/2018,
933789,POLICE OFFICER,1/20/2004,21697
933789,DETECTIVE,1/27/2010,1024
933789,SERGEANT,10/25/2013,456
951491,POLICE OFFICER,1/9/2012,20994
951491,DETECTIVE,5/3/2019,2099
951491,SERGEANT,6/25/2020,4990
936119,POLICE OFFICER,1/10/2005,18906
936119,SERGEANT,2/24/2017,1274
934381,POLICE OFFICER,7/1/2004,740
934381,SERGEANT,4/29/2011,140
934381,LIEUTENANT,6/29/2018,
961610,POLICE OFFICER,7/13/2016,18625
972476,POLICE OFFICER,7/21/2021,9129
958233,POLICE OFFICER,7/8/2015,19318
965923,POLICE OFFICER,7/2/2018,10584
971798,POLICE OFFICER,7/7/2021,21228
952398,POLICE OFFICER,7/11/2012,19941
944317,POLICE OFFICER,7/9/2007,18224
963365,POLICE OFFICER,4/12/2017,8905
959453,POLICE OFFICER,10/7/2015,16640
942941,POLICE OFFICER,1/10/2007,17610
942941,SERGEANT,6/30/2017,1063
939857,POLICE OFFICER,1/9/2006,13993
929832,POLICE OFFICER,7/1/2002,18907
945467,POLICE OFFICER,1/7/2008,26246
945467,DETECTIVE,11/21/2017,661
937966,POLICE OFFICER,7/11/2005,6661
937966,DETECTIVE,3/24/2011,107
936120,POLICE OFFICER,1/10/2005,18192
936120,DETECTIVE,12/21/2021,4869
929500,POLICE OFFICER,7/1/2002,12017
929500,SERGEANT,6/25/2014,3740
929500,LIEUTENANT,6/28/2019,
933601,POLICE OFFICER,1/20/2004,17926
933601,DETECTIVE,12/17/2015,3900
931457,POLICE OFFICER,7/1/2002,8105
944517,POLICE OFFICER,7/9/2007,6387
944517,DETECTIVE,7/30/2021,6387
972503,POLICE OFFICER,10/12/2021,8681
945468,POLICE OFFICER,1/7/2008,25710
960151,POLICE OFFICER,1/6/2016,968
932246,POLICE OFFICER,7/1/2003,17619
946732,POLICE OFFICER,7/8/2008,4637
966933,POLICE OFFICER,1/3/2019,25198
968222,POLICE OFFICER,10/7/2019,24091
937967,POLICE OFFICER,7/11/2005,1991
937967,POLICE OFFICER,12/23/2005,20055
937967,SERGEANT,12/23/2010,2972
937967,LIEUTENANT,11/24/2015,
951492,POLICE OFFICER,1/9/2012,21052
951492,SERGEANT,7/30/2021,684
948800,POLICE OFFICER,7/6/2010,14461
971799,POLICE OFFICER,7/7/2021,10561
919990,POLICE OFFICER,12/8/1997,2283
919990,DETECTIVE,8/31/2018,7764
962856,POLICE OFFICER,10/11/2016,23139
969473,POLICE OFFICER,11/2/2020,22981
948606,POLICE OFFICER,7/6/2010,307
932436,POLICE OFFICER,7/1/2003,16648
932436,DETECTIVE,10/7/2019,2176
934383,POLICE OFFICER,7/1/2004,897
934383,SERGEANT,8/5/2009,184
934383,LIEUTENANT,9/30/2013,
934383,LT DET COMMANDER,1/29/2021,
934383,CAPTAIN,7/30/2021,
944318,POLICE OFFICER,7/9/2007,20385
944318,DETECTIVE,11/21/2017,3957
960586,POLICE OFFICER,1/6/2016,5539
971312,POLICE OFFICER,4/28/2021,1695
948607,POLICE OFFICER,7/6/2010,6932
948607,SERGEANT,5/2/2016,1659
948607,LIEUTENANT,9/3/2021,
917033,POLICE OFFICER,7/18/1996,23059
917033,DETECTIVE,8/28/2000,2701
917033,SERGEANT,11/23/2004,68
917033,SGT DET SQUAD,6/10/2021,
962211,POLICE OFFICER,10/11/2016,19672
961488,POLICE OFFICER,4/6/2016,7070
961488,POLICE OFFICER,12/8/2017,26728
948609,POLICE OFFICER,7/6/2010,312
961754,POLICE OFFICER,7/13/2016,17914
955709,POLICE OFFICER,1/8/2014,10940
968223,POLICE OFFICER,10/7/2019,9317
972504,POLICE OFFICER,10/12/2021,2186
972505,POLICE OFFICER,10/12/2021,8701
972505,POLICE OFFICER,1/20/2022,7870
949989,POLICE OFFICER,7/6/2011,14696
964873,POLICE OFFICER,1/10/2018,26874
953629,POLICE OFFICER,1/9/2013,22548
929609,POLICE OFFICER,7/1/2002,27053
949990,POLICE OFFICER,7/6/2011,29655
949990,SERGEANT,6/24/2022,4336
929610,POLICE OFFICER,7/1/2002,2134
929610,DETECTIVE,2/28/2014,7239
939860,POLICE OFFICER,1/9/2006,30070
939860,DETECTIVE,11/21/2017,743
934384,POLICE OFFICER,7/1/2004,19850
969474,POLICE OFFICER,11/2/2020,10528
936122,POLICE OFFICER,1/10/2005,138
936122,SERGEANT,3/28/2013,3422
946733,POLICE OFFICER,7/8/2008,22982
968925,POLICE OFFICER,1/6/2020,4899
957328,POLICE OFFICER,1/7/2015,8609
956380,POLICE OFFICER,7/9/2014,9934
973212,POLICE OFFICER,12/29/2021,23463
956381,POLICE OFFICER,7/9/2014,1387
956461,POLICE OFFICER,7/9/2014,1452
956461,DETECTIVE,7/30/2021,1740
949991,POLICE OFFICER,7/6/2011,20768
969475,POLICE OFFICER,11/2/2020,23371
955710,POLICE OFFICER,1/8/2014,13558
932247,POLICE OFFICER,7/1/2003,6712
932247,SERGEANT,4/25/2014,578
964363,POLICE OFFICER,10/18/2017,1274
933602,POLICE OFFICER,1/20/2004,299
933602,SERGEANT,12/19/2014,788
933602,LIEUTENANT,11/20/2018,
960152,POLICE OFFICER,1/6/2016,15895
951495,POLICE OFFICER,1/9/2012,14076
951495,DETECTIVE,5/3/2019,1324
946426,POLICE OFFICER,1/7/2008,25236
946426,DETECTIVE,10/7/2019,2023
963820,POLICE OFFICER,4/12/2017,878
963366,POLICE OFFICER,4/12/2017,12694
963366,DETECTIVE,5/27/2022,4657
962212,POLICE OFFICER,10/11/2016,24485
953630,POLICE OFFICER,1/9/2013,5489
968224,POLICE OFFICER,10/7/2019,25177
929611,POLICE OFFICER,7/1/2002,4532
946734,POLICE OFFICER,7/8/2008,13098
946734,SERGEANT,5/2/2016,2497
949992,POLICE OFFICER,7/6/2011,16508
943998,POLICE OFFICER,1/10/2007,15952
964874,POLICE OFFICER,1/10/2018,29108
939862,POLICE OFFICER,1/9/2006,15261
931520,POLICE OFFICER,7/1/2002,29182
931520,SERGEANT,8/3/2012,258
968929,POLICE OFFICER,1/6/2020,24212
942654,POLICE OFFICER,7/10/2006,15163
972381,POLICE OFFICER,7/13/2021,21328
948610,POLICE OFFICER,7/6/2010,119
947706,POLICE OFFICER,7/8/2008,9482
970383,POLICE OFFICER,12/29/2020,4123
937969,POLICE OFFICER,7/11/2005,8169
960153,POLICE OFFICER,1/6/2016,3374
952400,POLICE OFFICER,7/11/2012,24165
963367,POLICE OFFICER,4/12/2017,8527
968225,POLICE OFFICER,10/7/2019,20602
946735,POLICE OFFICER,7/8/2008,18754
946735,SERGEANT,8/31/2018,4625
933603,POLICE OFFICER,1/20/2004,1249
973213,POLICE OFFICER,12/29/2021,23972
952401,POLICE OFFICER,7/11/2012,4137
946736,POLICE OFFICER,7/8/2008,14152
929613,POLICE OFFICER,7/1/2002,4636
929613,SERGEANT,7/27/2007,402
929613,SERGEANT,9/30/2009,4636
929613,SERGEANT,7/29/2010,402
929613,LIEUTENANT,10/25/2013,
927849,POLICE OFFICER,7/2/2001,7783
968227,POLICE OFFICER,10/7/2019,12010
929614,POLICE OFFICER,7/1/2002,4622
929614,DETECTIVE,1/28/2011,5674
937857,POLICE OFFICER,7/11/2005,7752
969476,POLICE OFFICER,11/2/2020,10543
947191,POLICE OFFICER,7/8/2008,2432
940895,POLICE OFFICER,1/9/2006,2330
940895,DETECTIVE,10/28/2016,5436
941336,POLICE OFFICER,7/10/2006,257
968930,POLICE OFFICER,1/6/2020,14825
973050,POLICE OFFICER,10/15/2021,1141
970384,POLICE OFFICER,12/29/2020,6261
967418,POLICE OFFICER,4/15/2019,443
936115,POLICE OFFICER,1/10/2005,25188
936115,DETECTIVE,3/26/2010,738
936115,SERGEANT,6/2/2014,252
964875,POLICE OFFICER,1/10/2018,103
964876,POLICE OFFICER,1/10/2018,112
960250,POLICE OFFICER,1/6/2016,16464
962918,POLICE OFFICER,1/4/2017,23797
951497,POLICE OFFICER,1/9/2012,19495
946737,POLICE OFFICER,7/8/2008,11508
929616,POLICE OFFICER,7/1/2002,27063
929616,DETECTIVE,12/23/2008,5333
939864,POLICE OFFICER,1/9/2006,4478
